Date,Ranks,Crypto,Symbol,Market Cap,Closing Price,Supply,
06/06/21,1,Bitcoin,BTC,"$671,652,557,855.13",35862.38,"18,728,612 BTC",
06/06/21,2,Ethereum,ETH,"$315,453,931,557.77",2715.09,"116,185,328 ETH",
06/06/21,3,Tether,USDT,"$62,298,516,610.60",1.00,"62,246,255,385 USDT *",
06/06/21,4,Binance Coin,BNB,"$60,424,976,235.95",393.82,"153,432,897 BNB *",
06/06/21,5,Cardano,ADA,"$53,617,195,304.14",1.68,"31,948,309,441 ADA",
06/06/21,6,Dogecoin,DOGE,"$48,302,113,585.76",0.37,"129,911,764,841 DOGE",
06/06/21,7,XRP,XRP,"$43,625,920,334.92",0.95,"46,151,013,329 XRP *",
06/06/21,8,USD Coin,USDC,"$23,003,536,496.45",1.00,"22,990,271,580 USDC *",
06/06/21,9,Polkadot,DOT,"$22,881,676,131.14",24.20,"945,461,319 DOT *",
06/06/21,10,Uniswap,UNI,"$14,639,766,964.58",25.91,"564,969,717 UNI *",
04/07/21,1,Bitcoin,BTC,"$661,574,836,314.86",35287.78,"18,747,987 BTC","$24,924,307,911.11"
04/07/21,2,Ethereum,ETH,"$270,621,669,241.04",2321.72,"116,560,649 ETH","$18,787,107,473.09"
04/07/21,3,Tether,USDT,"$62,342,742,987.58",1.00,"62,373,875,280 USDT *","$43,066,655,707.51"
04/07/21,4,Binance Coin,BNB,"$47,216,226,923.60",307.73,"153,432,897 BNB *","$1,387,395,766.17"
04/07/21,5,Cardano,ADA,"$46,583,637,655.56",1.46,"31,946,328,269 ADA","$1,806,362,471.43"
04/07/21,6,Dogecoin,DOGE,"$32,117,665,810.75",0.25,"130,303,772,350 DOGE","$973,511,518.61"
04/07/21,7,XRP,XRP,"$32,069,596,319.39",0.69,"46,146,927,647 XRP *","$1,885,241,526.85"
04/07/21,8,USD Coin,USDC,"$25,511,718,609.01",1.00,"25,524,471,079 USDC *","$1,578,667,344.18"
04/07/21,9,Polkadot,DOT,"$15,335,470,065.50",16.01,"957,627,383 DOT *","$752,075,892.77"
04/07/21,10,Uniswap,UNI,"$12,198,611,170.77",20.77,"587,265,785 UNI *","$540,490,915.07"
01/08/21,1,Bitcoin,BTC,"$750,472,428,208.37",39974.90,"18,773,593 BTC",
01/08/21,2,Ethereum,ETH,"$299,564,961,374.27",2561.85,"116,932,962 ETH",
01/08/21,3,Tether,USDT,"$61,892,139,970.20",1.00,"61,871,052,218 USDT *",
01/08/21,4,Binance Coin,BNB,"$56,071,010,565.43",333.48,"168,137,036 BNB *",
01/08/21,5,Cardano,ADA,"$42,274,401,646.46",1.32,"32,081,226,995 ADA",
01/08/21,6,XRP,XRP,"$33,619,230,716.93",0.73,"46,312,443,360 XRP *",
01/08/21,7,USD Coin,USDC,"$27,421,062,363.65",1.00,"27,416,649,779 USDC *",
01/08/21,8,Dogecoin,DOGE,"$26,715,951,374.75",0.20,"130,680,456,088 DOGE",
01/08/21,9,Polkadot,DOT,"$18,050,367,644.58",18.41,"980,254,252 DOT *",
01/08/21,10,Uniswap,UNI,"$12,941,271,988.56",22.03,"587,376,043 UNI *",
05/09/21,1,Bitcoin,BTC,"$973,354,882,472.78",51753.41,"18,807,550 BTC",
05/09/21,2,Ethereum,ETH,"$463,997,267,858.18",3952.13,"117,404,250 ETH",
05/09/21,3,Cardano,ADA,"$93,187,277,515.33",2.91,"32,014,049,408 ADA",
05/09/21,4,Binance Coin,BNB,"$84,845,287,773.55",504.62,"168,137,036 BNB *",
05/09/21,5,Tether,USDT,"$66,796,325,582.43",1.00,"66,778,877,886 USDT *",
05/09/21,6,XRP,XRP,"$60,760,906,594.85",1.31,"46,542,338,341 XRP *",
05/09/21,7,Solana,SOL,"$41,399,255,561.46",142.07,"291,398,606 SOL *",
05/09/21,8,Dogecoin,DOGE,"$41,252,120,931.82",0.31,"131,155,870,131 DOGE",
05/09/21,9,Polkadot,DOT,"$33,981,408,465.06",34.41,"987,579,315 DOT *",
05/09/21,10,USD Coin,USDC,"$27,797,091,080.19",1.00,"27,808,907,632 USDC *",
03/10/21,1,Bitcoin,BTC,"$907,791,525,235.93",48199.95,"18,833,868 BTC",
03/10/21,2,Ethereum,ETH,"$402,619,122,253.94",3418.36,"117,781,416 ETH",
03/10/21,3,Binance Coin,BNB,"$72,384,475,441.52",430.51,"168,137,036 BNB *",
03/10/21,4,Cardano,ADA,"$72,177,771,731.76",2.25,"32,038,100,544 ADA",
03/10/21,5,Tether,USDT,"$68,037,739,842.11",1.00,"68,024,069,675 USDT *",
03/10/21,6,Solana,SOL,"$51,403,969,858.98",172.59,"297,840,086 SOL *",
03/10/21,7,XRP,XRP,"$49,329,658,369.86",1.06,"46,750,439,262 XRP *",
03/10/21,8,USD Coin,USDC,"$32,215,973,731.74",1.00,"32,226,249,729 USDC *",
03/10/21,9,Polkadot,DOT,"$31,706,484,564.47",32.11,"987,579,315 DOT *",
03/10/21,10,Dogecoin,DOGE,"$29,169,261,268.22",0.22,"131,542,299,403 DOGE",
07/11/21,1,Bitcoin,BTC,"$1,194,778,776,481.15",63326.99,"18,866,818 BTC",
07/11/21,2,Ethereum,ETH,"$546,381,671,971.18",4620.55,"118,250,238 ETH",
07/11/21,3,Binance Coin,BNB,"$108,496,484,780.49",650.45,"166,801,148 BNB *",
07/11/21,4,Solana,SOL,"$75,574,730,064.49",249.82,"302,512,515 SOL *",
07/11/21,5,Tether,USDT,"$72,645,304,847.62",1.00,"72,535,304,635 USDT *",
07/11/21,6,Cardano,ADA,"$67,297,292,605.33",2.02,"33,284,645,198 ADA",
07/11/21,7,XRP,XRP,"$57,323,540,669.26",1.22,"47,081,679,946 XRP *",
07/11/21,8,Polkadot,DOT,"$51,628,651,803.81",52.28,"987,579,315 DOT *",
07/11/21,9,Dogecoin,DOGE,"$35,160,145,471.21",0.27,"132,024,846,344 DOGE",
07/11/21,10,USD Coin,USDC,"$34,343,466,491.13",1.00,"34,321,193,884 USDC *",
05/12/21,1,Bitcoin,BTC,"$932,695,365,142.40",49368.85,"18,892,387 BTC",
05/12/21,2,Ethereum,ETH,"$498,007,875,686.39",4198.32,"118,620,671 ETH",
05/12/21,3,Binance Coin,BNB,"$93,038,857,104.01",557.78,"166,801,148 BNB *",
05/12/21,4,Tether,USDT,"$75,159,692,180.87",1.00,"75,112,354,134 USDT *",
05/12/21,5,Solana,SOL,"$59,983,315,118.44",196.17,"305,774,824 SOL *",
05/12/21,6,Cardano,ADA,"$45,909,141,522.15",1.38,"33,313,246,915 ADA",
05/12/21,7,USD Coin,USDC,"$40,884,696,965.55",1.00,"40,937,321,254 USDC *",
05/12/21,8,XRP,XRP,"$38,062,181,528.71",0.81,"47,247,295,769 XRP *",
05/12/21,9,Polkadot,DOT,"$27,958,507,597.69",28.31,"987,579,315 DOT *",
05/12/21,10,Terra,LUNA,"$26,270,930,242.37",68.11,"385,738,053 LUNA *",
