Date,Ranks,Crypto,Symbol,Market Cap,Closing Price,Supply,
05/06/16,6,Dash,DASH,"$49,244,454.31",7.58,"6,495,605 DASH",
05/06/16,7,Lisk,LSK,"$48,962,807.66",0.49,"100,000,000 LSK *",
05/06/16,8,MaidSafeCoin,MAID,"$27,692,389.23",0.06,"452,552,412 MAID *",
05/06/16,9,Dogecoin,DOGE,"$24,756,873.78",0.00,"104,630,952,757 DOGE",
05/06/16,10,DigixDAO,DGD,"$19,862,173.08",9.93,"2,000,000 DGD *",
03/07/16,1,Bitcoin,BTC,"$10,360,448,690.67",658.66,"15,729,500 BTC",
03/07/16,2,Ethereum,ETH,"$956,817,431.60",11.72,"81,638,196 ETH",
03/07/16,3,XRP,XRP,"$233,547,238.82",0.01,"35,345,971,933 XRP *",
03/07/16,4,Litecoin,LTC,"$197,792,991.02",4.25,"46,503,479 LTC",
03/07/16,5,The DAO,DAO,"$103,935,618.01",0.09,"1,153,836,913 DAO *",
03/07/16,6,NEM,XEM,"$96,915,964.96",0.01,"8,999,999,999 XEM *",
03/07/16,7,Dash,DASH,"$46,014,335.66",7.01,"6,562,509 DASH",
03/07/16,8,MaidSafeCoin,MAID,"$32,178,214.78",0.07,"452,552,412 MAID *",
03/07/16,9,Lisk,LSK,"$30,140,632.39",0.30,"100,000,000 LSK *",
03/07/16,10,Dogecoin,DOGE,"$29,637,430.98",0.00,"105,016,389,699 DOGE",
07/08/16,1,Bitcoin,BTC,"$9,364,716,451.72",592.69,"15,800,352 BTC",
07/08/16,2,Ethereum,ETH,"$903,023,196.94",10.91,"82,758,431 ETH",
07/08/16,3,Steem,STEEM,"$227,716,372.83",2.12,"107,635,162 STEEM *",
07/08/16,4,XRP,XRP,"$219,668,406.92",0.01,"35,557,883,251 XRP *",
07/08/16,5,Litecoin,LTC,"$177,717,299.32",3.78,"47,011,129 LTC",
07/08/16,6,Ethereum Classic,ETC,"$177,588,730.53",2.15,"82,727,436 ETC",
07/08/16,7,Dash,DASH,"$68,835,573.22",10.35,"6,651,656 DASH",
07/08/16,8,NEM,XEM,"$45,160,382.52",0.01,"8,999,999,999 XEM *",
07/08/16,9,MaidSafeCoin,MAID,"$38,787,422.71",0.09,"452,552,412 MAID *",
07/08/16,10,Nxt,NXT,"$28,347,117.84",0.03,"998,999,999 NXT *",
04/09/16,1,Bitcoin,BTC,"$9,646,839,252.48",608.63,"15,849,996 BTC",
04/09/16,2,Ethereum,ETH,"$977,119,977.50",11.68,"83,658,124 ETH",
04/09/16,3,XRP,XRP,"$210,268,942.86",0.01,"35,316,813,001 XRP *",
04/09/16,4,Litecoin,LTC,"$190,349,765.67",4.01,"47,416,279 LTC",
04/09/16,5,Monero,XMR,"$171,660,600.21",13.39,"12,820,842 XMR",
04/09/16,6,Ethereum Classic,ETC,"$121,859,209.46",1.46,"83,623,733 ETC",
04/09/16,7,Steem,STEEM,"$110,210,811.32",0.82,"133,766,911 STEEM *",
04/09/16,8,Dash,DASH,"$76,412,752.45",11.39,"6,711,170 DASH",
04/09/16,9,NEM,XEM,"$50,820,170.43",0.01,"8,999,999,999 XEM *",
04/09/16,10,MaidSafeCoin,MAID,"$39,937,472.20",0.09,"452,552,412 MAID *",
02/10/16,1,Bitcoin,BTC,"$9,713,776,074.59",610.89,"15,900,972 BTC",
02/10/16,2,Ethereum,ETH,"$1,116,323,951.45",13.20,"84,571,855 ETH",
02/10/16,3,XRP,XRP,"$289,655,709.25",0.01,"35,475,196,836 XRP *",
02/10/16,4,Litecoin,LTC,"$183,737,855.30",3.84,"47,819,604 LTC",
02/10/16,5,Monero,XMR,"$108,225,552.56",8.30,"13,032,591 XMR",
02/10/16,6,Ethereum Classic,ETC,"$100,870,077.65",1.19,"84,506,881 ETC",
02/10/16,7,Dash,DASH,"$79,826,346.61",11.78,"6,778,019 DASH",
02/10/16,8,Steem,STEEM,"$71,450,170.29",0.44,"160,936,509 STEEM *",
02/10/16,9,MaidSafeCoin,MAID,"$40,210,427.76",0.09,"452,552,412 MAID *",
02/10/16,10,NEM,XEM,"$38,802,704.77",0.00,"8,999,999,999 XEM *",
06/11/16,1,Bitcoin,BTC,"$11,357,379,034.24",711.52,"15,962,100 BTC",
06/11/16,2,Ethereum,ETH,"$931,948,028.46",10.87,"85,708,141 ETH",
06/11/16,3,XRP,XRP,"$292,091,074.80",0.01,"35,649,569,539 XRP *",
06/11/16,4,Litecoin,LTC,"$187,941,093.18",3.89,"48,323,204 LTC",
06/11/16,5,Ethereum Classic,ETC,"$84,127,024.73",0.98,"85,611,986 ETC",
06/11/16,6,Monero,XMR,"$65,957,171.48",4.97,"13,284,153 XMR",
06/11/16,7,Dash,DASH,"$64,522,830.44",9.40,"6,866,339 DASH",
06/11/16,8,Augur,REP,"$54,527,265.07",4.96,"11,000,000 REP *",
06/11/16,9,Steem,STEEM,"$41,447,994.22",0.20,"204,699,664 STEEM *",
06/11/16,10,Waves,WAVES,"$36,827,874.18",0.37,"100,000,000 WAVES *",
04/12/16,1,Bitcoin,BTC,"$12,400,771,414.96",773.87,"16,024,312 BTC",
04/12/16,2,Ethereum,ETH,"$644,685,657.47",7.44,"86,608,467 ETH",
04/12/16,3,XRP,XRP,"$234,887,579.55",0.01,"35,987,750,899 XRP *",
04/12/16,4,Litecoin,LTC,"$190,052,370.35",3.90,"48,736,229 LTC",
04/12/16,5,Monero,XMR,"$105,061,339.19",7.80,"13,475,446 XMR",
04/12/16,6,Ethereum Classic,ETC,"$66,535,455.11",0.77,"86,527,421 ETC",
04/12/16,7,Dash,DASH,"$61,121,636.85",8.82,"6,933,323 DASH",
04/12/16,8,Steem,STEEM,"$47,387,619.93",0.21,"226,701,187 STEEM *",
04/12/16,9,Augur,REP,"$36,474,365.95",3.32,"11,000,000 REP *",
04/12/16,10,NEM,XEM,"$32,069,239.06",0.00,"8,999,999,999 XEM *",
01/01/17,1,Bitcoin,BTC,"$16,050,414,525.76",998.33,"16,077,337 BTC",
01/01/17,2,Ethereum,ETH,"$715,049,311.31",8.17,"87,493,800 ETH",
01/01/17,3,XRP,XRP,"$231,408,729.09",0.01,"36,337,298,649 XRP *",
01/01/17,4,Litecoin,LTC,"$221,718,485.96",4.51,"49,144,154 LTC",
01/01/17,5,Monero,XMR,"$190,983,552.40",13.97,"13,668,252 XMR",
01/01/17,6,Ethereum Classic,ETC,"$122,202,803.82",1.40,"87,444,118 ETC",
01/01/17,7,Dash,DASH,"$78,524,019.74",11.23,"6,992,839 DASH",
01/01/17,8,Augur,REP,"$43,994,859.70",4.00,"11,000,000 REP *",
01/01/17,9,MaidSafeCoin,MAID,"$43,862,002.88",0.10,"452,552,412 MAID *",
01/01/17,10,Steem,STEEM,"$36,999,609.61",0.16,"229,582,096 STEEM *",
05/02/17,1,Bitcoin,BTC,"$16,588,243,546.77",1027.34,"16,146,787 BTC",
05/02/17,2,Ethereum,ETH,"$1,005,857,527.91",11.35,"88,598,170 ETH",
05/02/17,3,XRP,XRP,"$237,439,104.20",0.01,"36,856,513,336 XRP *",
05/02/17,4,Litecoin,LTC,"$200,776,960.64",4.04,"49,661,431 LTC",
05/02/17,5,Monero,XMR,"$177,837,166.13",12.80,"13,890,877 XMR",
05/02/17,6,Ethereum Classic,ETC,"$122,956,425.00",1.39,"88,557,954 ETC",
05/02/17,7,Dash,DASH,"$120,801,544.72",17.06,"7,081,443 DASH",
05/02/17,8,MaidSafeCoin,MAID,"$67,984,388.74",0.15,"452,552,412 MAID *",
05/02/17,9,NEM,XEM,"$57,499,872.51",0.01,"8,999,999,999 XEM *",
05/02/17,10,Augur,REP,"$45,676,987.65",4.15,"11,000,000 REP *",
05/03/17,1,Bitcoin,BTC,"$20,526,235,190.90",1267.12,"16,199,125 BTC",
05/03/17,2,Ethereum,ETH,"$1,727,144,314.87",19.30,"89,478,903 ETH",
05/03/17,3,Dash,DASH,"$302,400,532.83",42.31,"7,147,118 DASH",
05/03/17,4,XRP,XRP,"$229,273,993.35",0.01,"37,406,829,143 XRP *",
05/03/17,5,Monero,XMR,"$213,467,859.58",15.18,"14,061,159 XMR",
05/03/17,6,Litecoin,LTC,"$195,313,674.46",3.90,"50,060,407 LTC",
05/03/17,7,Ethereum Classic,ETC,"$125,058,654.92",1.40,"89,442,118 ETC",
05/03/17,8,NEM,XEM,"$102,037,861.00",0.01,"8,999,999,999 XEM *",
05/03/17,9,MaidSafeCoin,MAID,"$75,819,909.04",0.17,"452,552,412 MAID *",
05/03/17,10,Augur,REP,"$67,198,582.65",6.11,"11,000,000 REP *",
02/04/17,1,Bitcoin,BTC,"$17,911,979,951.60",1102.17,"16,251,500 BTC",
02/04/17,2,Ethereum,ETH,"$4,404,479,830.25",48.75,"90,350,623 ETH",
02/04/17,3,XRP,XRP,"$2,294,349,436.78",0.06,"37,514,472,563 XRP *",
02/04/17,4,Dash,DASH,"$411,019,230.38",57.07,"7,202,346 DASH",
02/04/17,5,Litecoin,LTC,"$390,795,689.84",7.74,"50,461,032 LTC",
02/04/17,6,Monero,XMR,"$286,498,059.48",20.14,"14,225,684 XMR",
02/04/17,7,Ethereum Classic,ETC,"$238,854,799.47",2.64,"90,309,971 ETC",
02/04/17,8,NEM,XEM,"$144,774,226.46",0.02,"8,999,999,999 XEM *",
02/04/17,9,Augur,REP,"$127,545,894.62",11.60,"11,000,000 REP *",
02/04/17,10,MaidSafeCoin,MAID,"$78,871,199.74",0.17,"452,552,412 MAID *",
07/05/17,1,Bitcoin,BTC,"$26,053,095,263.47",1596.71,"16,316,725 BTC",
07/05/17,2,Ethereum,ETH,"$8,592,855,814.81",94.01,"91,406,245 ETH",
07/05/17,3,XRP,XRP,"$5,380,678,177.24",0.14,"37,955,579,225 XRP *",
07/05/17,4,Litecoin,LTC,"$1,544,711,754.97",30.29,"50,995,607 LTC",
07/05/17,5,NEM,XEM,"$893,949,821.49",0.10,"8,999,999,999 XEM *",
07/05/17,6,Dash,DASH,"$774,009,624.98",106.28,"7,282,607 DASH",
07/05/17,7,Ethereum Classic,ETC,"$651,119,402.59",7.12,"91,407,465 ETC",
07/05/17,8,Monero,XMR,"$472,832,767.01",32.78,"14,423,216 XMR",
07/05/17,9,Stellar,XLM,"$409,807,374.88",0.04,"9,317,265,511 XLM *",
07/05/17,10,Golem,GNT,"$197,684,562.21",0.24,"820,000,000 GNT *",
04/06/17,1,Bitcoin,BTC,"$41,124,195,602.84",2511.81,"16,372,362 BTC",
04/06/17,2,Ethereum,ETH,"$22,622,230,133.21",245.33,"92,210,586 ETH",
04/06/17,3,XRP,XRP,"$11,563,834,772.70",0.30,"38,621,693,933 XRP *",
04/06/17,4,NEM,XEM,"$1,940,053,581.98",0.22,"8,999,999,999 XEM *",
04/06/17,5,Ethereum Classic,ETC,"$1,612,317,546.44",17.48,"92,221,134 ETC",
04/06/17,6,Litecoin,LTC,"$1,436,514,967.86",27.94,"51,415,482 LTC",
04/06/17,7,Dash,DASH,"$1,052,615,780.55",143.35,"7,343,159 DASH",
04/06/17,8,Stratis,STRAT,"$1,031,727,235.85",10.48,"98,411,760 STRAT *",
04/06/17,9,Monero,XMR,"$625,243,117.25",42.90,"14,575,336 XMR",
04/06/17,10,Waves,WAVES,"$534,606,266.02",5.35,"100,000,000 WAVES *",
02/07/17,1,Bitcoin,BTC,"$41,167,090,926.76",2506.47,"16,424,300 BTC",
02/07/17,2,Ethereum,ETH,"$26,776,232,589.10",287.99,"92,977,266 ETH",
02/07/17,3,XRP,XRP,"$9,934,661,325.87",0.26,"38,291,387,790 XRP *",
02/07/17,4,Litecoin,LTC,"$2,153,779,043.32",41.57,"51,813,832 LTC",
02/07/17,5,Ethereum Classic,ETC,"$1,668,376,592.63",17.91,"93,176,546 ETC",
02/07/17,6,NEM,XEM,"$1,433,802,053.17",0.16,"8,999,999,999 XEM *",
02/07/17,7,Dash,DASH,"$1,283,557,618.23",173.49,"7,398,351 DASH",
02/07/17,8,IOTA,MIOTA,"$1,062,473,078.90",0.38,"2,779,530,283 MIOTA *",
02/07/17,9,Monero,XMR,"$629,998,886.14",42.79,"14,721,599 XMR",
02/07/17,10,Stratis,STRAT,"$578,879,649.94",5.88,"98,447,840 STRAT *",
06/08/17,1,Bitcoin,BTC,"$53,006,437,221.50",3213.94,"16,492,662 BTC",
06/08/17,2,Ethereum,ETH,"$24,541,942,939.87",261.57,"93,826,454 ETH",
06/08/17,3,XRP,XRP,"$6,918,935,142.37",0.18,"38,343,841,883 XRP *",
06/08/17,4,Bitcoin Cash,BCH,"$3,637,260,519.30",220.66,"16,483,825 BCH",
06/08/17,5,Litecoin,LTC,"$2,360,944,162.52",45.10,"52,345,607 LTC",
06/08/17,6,NEM,XEM,"$2,234,863,489.62",0.25,"8,999,999,999 XEM *",
06/08/17,7,Ethereum Classic,ETC,"$1,447,320,376.16",15.35,"94,285,006 ETC",
06/08/17,8,Dash,DASH,"$1,414,046,355.63",189.13,"7,476,442 DASH",
06/08/17,9,IOTA,MIOTA,"$1,198,373,080.15",0.43,"2,779,530,283 MIOTA *",
06/08/17,10,Neo,NEO,"$760,546,636.58",15.21,"50,000,000 NEO *",
03/09/17,1,Bitcoin,BTC,"$75,812,212,996.30",4582.96,"16,542,187 BTC",
03/09/17,2,Ethereum,ETH,"$32,807,154,396.12",347.48,"94,413,389 ETH",
03/09/17,3,Bitcoin Cash,BCH,"$10,058,458,982.68",607.43,"16,558,963 BCH",
03/09/17,4,XRP,XRP,"$8,773,480,074.61",0.23,"38,343,841,883 XRP *",
03/09/17,5,Litecoin,LTC,"$4,054,988,819.86",76.84,"52,769,807 LTC",
03/09/17,6,NEM,XEM,"$2,765,377,074.17",0.31,"8,999,999,999 XEM *",
03/09/17,7,Dash,DASH,"$2,685,795,201.47",356.39,"7,536,105 DASH",
03/09/17,8,IOTA,MIOTA,"$2,067,881,447.56",0.74,"2,779,530,283 MIOTA *",
03/09/17,9,Monero,XMR,"$1,894,074,688.13",126.01,"15,031,671 XMR",
03/09/17,10,Ethereum Classic,ETC,"$1,767,289,071.77",18.57,"95,171,368 ETC",
01/10/17,1,Bitcoin,BTC,"$73,094,850,250.11",4403.74,"16,598,362 BTC",
01/10/17,2,Ethereum,ETH,"$28,694,713,713.82",302.34,"94,909,755 ETH",
01/10/17,3,XRP,XRP,"$7,919,237,265.53",0.21,"38,343,841,883 XRP *",
01/10/17,4,Bitcoin Cash,BCH,"$6,909,645,336.97",415.15,"16,643,663 BCH",
01/10/17,5,Litecoin,LTC,"$2,901,079,182.35",54.54,"53,188,507 LTC",
01/10/17,6,Dash,DASH,"$2,397,361,020.98",315.80,"7,591,342 DASH",
01/10/17,7,NEM,XEM,"$2,215,621,590.37",0.25,"8,999,999,999 XEM *",
01/10/17,8,Neo,NEO,"$1,786,008,071.90",35.72,"50,000,000 NEO *",
01/10/17,9,IOTA,MIOTA,"$1,696,021,631.22",0.61,"2,779,530,283 MIOTA *",
01/10/17,10,Monero,XMR,"$1,413,301,278.07",93.22,"15,160,599 XMR",
05/11/17,1,Bitcoin,BTC,"$123,449,127,399.00",7407.41,"16,665,637 BTC",
05/11/17,2,Ethereum,ETH,"$28,307,017,397.18",296.26,"95,547,039 ETH",
05/11/17,3,Bitcoin Cash,BCH,"$10,573,190,957.24",630.70,"16,764,175 BCH",
05/11/17,4,XRP,XRP,"$7,785,503,580.84",0.20,"38,531,538,922 XRP *",
05/11/17,5,Litecoin,LTC,"$2,939,686,652.00",54.75,"53,696,457 LTC",
05/11/17,6,Dash,DASH,"$2,095,468,228.88",273.17,"7,671,066 DASH",
05/11/17,7,Neo,NEO,"$1,714,730,815.89",26.38,"65,000,000 NEO *",
05/11/17,8,NEM,XEM,"$1,622,780,307.95",0.18,"8,999,999,999 XEM *",
05/11/17,9,Monero,XMR,"$1,322,356,591.89",86.35,"15,314,473 XMR",
05/11/17,10,Ethereum Classic,ETC,"$1,286,742,287.15",13.24,"97,161,935 ETC",
03/12/17,1,Bitcoin,BTC,"$189,302,801,341.99",11323.22,"16,718,100 BTC",
03/12/17,2,Ethereum,ETH,"$44,776,400,551.17",465.85,"96,116,935 ETH",
03/12/17,3,Bitcoin Cash,BCH,"$26,263,314,821.01",1559.93,"16,836,250 BCH",
03/12/17,4,XRP,XRP,"$9,754,506,575.04",0.25,"38,622,870,411 XRP *",
03/12/17,5,Dash,DASH,"$5,944,766,230.65",768.88,"7,731,760 DASH",
03/12/17,6,Litecoin,LTC,"$5,479,548,241.69",101.26,"54,112,108 LTC",
03/12/17,7,Bitcoin Gold,BTG,"$5,350,823,031.55",320.66,"16,686,699 BTG",
03/12/17,8,IOTA,MIOTA,"$5,229,847,940.13",1.88,"2,779,530,283 MIOTA *",
03/12/17,9,Cardano,ADA,"$3,417,380,962.32",0.13,"25,927,070,538 ADA",
03/12/17,10,Monero,XMR,"$3,087,398,970.92",200.05,"15,433,062 XMR",
07/01/18,1,Bitcoin,BTC,"$276,634,593,972.51",16477.59,"16,788,537 BTC",
07/01/18,2,XRP,XRP,"$130,853,590,978.56",3.38,"38,739,144,847 XRP *",
07/01/18,3,Ethereum,ETH,"$111,670,506,535.05",1153.17,"96,837,992 ETH",
07/01/18,4,Bitcoin Cash,BCH,"$47,096,266,034.81",2786.88,"16,899,275 BCH",
07/01/18,5,Cardano,ADA,"$26,147,944,637.95",1.01,"25,927,070,538 ADA",
07/01/18,6,NEM,XEM,"$16,584,480,283.80",1.84,"8,999,999,999 XEM *",
07/01/18,7,Litecoin,LTC,"$15,766,509,797.32",288.45,"54,659,308 LTC",
07/01/18,8,TRON,TRX,"$13,126,926,719.67",0.20,"65,748,192,475 TRX",
07/01/18,9,Stellar,XLM,"$12,508,160,612.42",0.70,"17,877,858,808 XLM *",
07/01/18,10,IOTA,MIOTA,"$11,314,255,332.03",4.07,"2,779,530,283 MIOTA *",
04/02/18,1,Bitcoin,BTC,"$139,433,744,615.04",8277.01,"16,845,900 BTC",
04/02/18,2,Ethereum,ETH,"$81,310,528,443.95",834.68,"97,414,970 ETH",
04/02/18,3,XRP,XRP,"$31,819,952,004.57",0.82,"39,009,215,838 XRP *",
04/02/18,4,Bitcoin Cash,BCH,"$19,752,882,682.03",1165.38,"16,949,675 BCH",
04/02/18,5,Cardano,ADA,"$9,834,219,715.37",0.38,"25,927,070,538 ADA",
04/02/18,6,Litecoin,LTC,"$8,151,907,849.49",148.02,"55,071,158 LTC",
04/02/18,7,Neo,NEO,"$6,984,561,729.43",107.45,"65,000,000 NEO *",
04/02/18,8,Stellar,XLM,"$6,954,711,728.45",0.38,"18,436,221,948 XLM *",
04/02/18,9,EOS,EOS,"$5,572,991,596.94",8.61,"647,596,109 EOS *",
04/02/18,10,NEM,XEM,"$4,957,834,302.83",0.55,"8,999,999,999 XEM *",
04/03/18,1,Bitcoin,BTC,"$194,566,959,663.10",11512.57,"16,900,387 BTC",
04/03/18,2,Ethereum,ETH,"$84,923,238,672.53",866.68,"97,987,073 ETH",
04/03/18,3,XRP,XRP,"$39,308,508,026.10",1.01,"39,091,956,706 XRP *",
04/03/18,4,Bitcoin Cash,BCH,"$21,914,233,031.30",1289.08,"16,999,938 BCH",
04/03/18,5,Litecoin,LTC,"$11,862,054,985.01",213.80,"55,482,245 LTC",
04/03/18,6,Cardano,ADA,"$7,798,526,586.52",0.30,"25,927,070,538 ADA",
04/03/18,7,Neo,NEO,"$7,758,290,939.33",119.36,"65,000,000 NEO *",
04/03/18,8,Stellar,XLM,"$6,684,174,191.36",0.36,"18,468,118,839 XLM *",
04/03/18,9,Monero,XMR,"$5,825,637,059.76",368.97,"15,788,753 XMR",
04/03/18,10,EOS,EOS,"$5,783,550,071.96",8.18,"707,168,090 EOS *",
01/04/18,1,Bitcoin,BTC,"$116,026,767,355.96",6844.23,"16,952,500 BTC",
01/04/18,2,Ethereum,ETH,"$37,413,358,766.58",379.61,"98,558,265 ETH",
01/04/18,3,XRP,XRP,"$18,964,013,318.93",0.49,"39,094,520,623 XRP *",
01/04/18,4,Bitcoin Cash,BCH,"$10,963,857,058.65",643.03,"17,050,388 BCH",
01/04/18,5,Litecoin,LTC,"$6,440,317,479.29",115.22,"55,894,645 LTC",
01/04/18,6,EOS,EOS,"$4,335,133,899.13",5.66,"765,408,485 EOS *",
01/04/18,7,Cardano,ADA,"$3,908,969,399.94",0.15,"25,927,070,538 ADA",
01/04/18,8,Stellar,XLM,"$3,832,217,994.86",0.21,"18,550,594,529 XLM *",
01/04/18,9,Neo,NEO,"$3,074,775,180.82",47.30,"65,000,000 NEO *",
01/04/18,10,Monero,XMR,"$2,788,623,376.39",175.51,"15,888,854 XMR",
06/05/18,1,Bitcoin,BTC,"$164,316,651,814.37",9654.80,"17,019,162 BTC",
06/05/18,2,Ethereum,ETH,"$78,656,648,100.44",792.31,"99,274,985 ETH",
06/05/18,3,XRP,XRP,"$34,140,866,995.40",0.87,"39,178,259,468 XRP *",
06/05/18,4,Bitcoin Cash,BCH,"$30,217,561,067.86",1765.69,"17,113,700 BCH",
06/05/18,5,EOS,EOS,"$14,658,768,268.23",17.47,"838,907,514 EOS *",
06/05/18,6,Litecoin,LTC,"$9,692,237,655.61",171.80,"56,415,788 LTC",
06/05/18,7,Cardano,ADA,"$9,075,008,460.42",0.35,"25,927,070,538 ADA",
06/05/18,8,Stellar,XLM,"$7,669,224,606.73",0.41,"18,572,059,123 XLM *",
06/05/18,9,IOTA,MIOTA,"$6,404,034,845.59",2.30,"2,779,530,283 MIOTA *",
06/05/18,10,TRON,TRX,"$5,573,995,101.82",0.08,"65,748,111,645 TRX",
03/06/18,1,Bitcoin,BTC,"$131,808,021,256.25",7720.25,"17,073,025 BTC",
03/06/18,2,Ethereum,ETH,"$61,740,777,136.86",618.33,"99,851,085 ETH",
03/06/18,3,XRP,XRP,"$26,339,121,770.19",0.67,"39,241,525,848 XRP *",
03/06/18,4,Bitcoin Cash,BCH,"$20,088,725,030.36",1170.40,"17,164,013 BCH",
03/06/18,5,EOS,EOS,"$13,102,392,599.23",14.62,"896,149,492 EOS *",
03/06/18,6,Litecoin,LTC,"$7,131,021,784.50",125.50,"56,820,673 LTC",
03/06/18,7,Cardano,ADA,"$5,915,377,308.38",0.23,"25,927,070,538 ADA",
03/06/18,8,Stellar,XLM,"$5,627,963,037.03",0.30,"18,579,529,837 XLM *",
03/06/18,9,IOTA,MIOTA,"$5,018,156,390.68",1.81,"2,779,530,283 MIOTA *",
03/06/18,10,TRON,TRX,"$4,074,959,562.48",0.06,"65,748,111,645 TRX",
01/07/18,1,Bitcoin,BTC,"$109,366,021,621.84",6385.82,"17,126,387 BTC",
01/07/18,2,Ethereum,ETH,"$45,585,861,644.53",453.92,"100,427,526 ETH",
01/07/18,3,XRP,XRP,"$18,113,883,122.32",0.46,"39,262,097,329 XRP *",
01/07/18,4,Bitcoin Cash,BCH,"$12,728,748,267.05",739.42,"17,214,388 BCH",
01/07/18,5,EOS,EOS,"$7,286,573,183.75",8.13,"896,149,492 EOS *",
01/07/18,6,Litecoin,LTC,"$4,591,722,923.09",80.24,"57,222,796 LTC",
01/07/18,7,Stellar,XLM,"$3,725,316,564.22",0.20,"18,760,439,185 XLM *",
01/07/18,8,Cardano,ADA,"$3,687,036,718.91",0.14,"25,927,070,538 ADA",
01/07/18,9,IOTA,MIOTA,"$2,973,402,385.05",1.07,"2,779,530,283 MIOTA *",
01/07/18,10,Tether,USDT,"$2,703,948,681.64",1.00,"2,707,140,346 USDT *",
05/08/18,1,Bitcoin,BTC,"$121,526,129,417.37",7068.48,"17,192,675 BTC",
05/08/18,2,Ethereum,ETH,"$41,521,726,568.03",410.52,"101,145,181 ETH",
05/08/18,3,XRP,XRP,"$17,041,936,839.31",0.43,"39,299,874,590 XRP *",
05/08/18,4,Bitcoin Cash,BCH,"$12,253,191,128.72",709.22,"17,277,025 BCH",
05/08/18,5,EOS,EOS,"$6,394,252,719.91",7.06,"906,245,118 EOS *",
05/08/18,6,Stellar,XLM,"$4,584,030,777.53",0.24,"18,770,261,348 XLM *",
05/08/18,7,Litecoin,LTC,"$4,305,371,522.04",74.59,"57,720,932 LTC",
05/08/18,8,Cardano,ADA,"$3,415,148,669.82",0.13,"25,927,070,538 ADA",
05/08/18,9,IOTA,MIOTA,"$2,531,280,519.72",0.91,"2,779,530,283 MIOTA *",
05/08/18,10,Tether,USDT,"$2,435,548,823.55",1.00,"2,437,140,346 USDT *",
02/09/18,1,Bitcoin,BTC,"$125,427,699,521.28",7272.72,"17,246,337 BTC",
02/09/18,2,Ethereum,ETH,"$29,942,684,302.64",294.37,"101,717,622 ETH",
02/09/18,3,XRP,XRP,"$13,581,073,194.53",0.34,"39,650,153,121 XRP *",
02/09/18,4,Bitcoin Cash,BCH,"$11,191,425,039.78",645.88,"17,327,413 BCH",
02/09/18,5,EOS,EOS,"$5,980,466,213.32",6.60,"906,245,118 EOS *",
02/09/18,6,Stellar,XLM,"$4,219,203,425.17",0.22,"18,773,347,184 XLM *",
02/09/18,7,Litecoin,LTC,"$3,815,602,835.10",65.65,"58,120,904 LTC",
02/09/18,8,Tether,USDT,"$2,835,999,243.48",1.00,"2,842,140,336 USDT *",
02/09/18,9,Cardano,ADA,"$2,707,627,078.72",0.10,"25,927,070,538 ADA",
02/09/18,10,IOTA,MIOTA,"$1,981,227,886.02",0.71,"2,779,530,283 MIOTA *",
07/10/18,1,Bitcoin,BTC,"$114,298,799,169.34",6602.95,"17,310,275 BTC",
07/10/18,2,Ethereum,ETH,"$23,161,718,295.12",226.12,"102,431,764 ETH",
07/10/18,3,XRP,XRP,"$19,250,423,140.09",0.48,"39,935,410,492 XRP *",
07/10/18,4,Bitcoin Cash,BCH,"$8,998,850,691.53",517.47,"17,390,150 BCH",
07/10/18,5,EOS,EOS,"$5,219,176,098.86",5.76,"906,245,118 EOS *",
07/10/18,6,Stellar,XLM,"$4,610,262,538.69",0.25,"18,806,826,278 XLM *",
07/10/18,7,Litecoin,LTC,"$3,409,619,931.88",58.16,"58,624,527 LTC",
07/10/18,8,Tether,USDT,"$2,796,926,995.61",1.00,"2,806,421,736 USDT *",
07/10/18,9,Cardano,ADA,"$2,194,940,618.06",0.08,"25,927,070,538 ADA",
07/10/18,10,Monero,XMR,"$1,872,936,437.84",113.72,"16,470,166 XMR",
04/11/18,1,Bitcoin,BTC,"$110,689,204,562.51",6376.13,"17,359,937 BTC",
04/11/18,2,Ethereum,ETH,"$21,371,396,109.51",207.49,"103,001,729 ETH",
04/11/18,3,XRP,XRP,"$18,602,749,467.80",0.46,"40,205,513,967 XRP *",
04/11/18,4,Bitcoin Cash,BCH,"$9,769,868,992.53",560.18,"17,440,500 BCH",
04/11/18,5,EOS,EOS,"$4,938,414,323.51",5.45,"906,245,118 EOS *",
04/11/18,6,Stellar,XLM,"$4,570,228,155.35",0.24,"18,913,564,720 XLM *",
04/11/18,7,Litecoin,LTC,"$3,164,414,394.80",53.61,"59,023,852 LTC",
04/11/18,8,Cardano,ADA,"$1,976,402,599.95",0.08,"25,927,070,538 ADA",
04/11/18,9,Monero,XMR,"$1,849,576,023.16",111.80,"16,544,184 XMR",
04/11/18,10,Tether,USDT,"$1,756,362,524.84",0.99,"1,776,421,736 USDT *",
02/12/18,1,Bitcoin,BTC,"$72,050,487,506.13",4139.88,"17,404,012 BTC",
02/12/18,2,XRP,XRP,"$14,825,428,857.61",0.37,"40,327,341,704 XRP *",
02/12/18,3,Ethereum,ETH,"$12,053,770,487.12",116.39,"103,564,606 ETH",
02/12/18,4,Stellar,XLM,"$3,070,486,824.37",0.16,"19,154,499,773 XLM *",
02/12/18,5,Bitcoin Cash,BCH,"$3,010,194,660.91",172.11,"17,489,600 BCH",
02/12/18,6,EOS,EOS,"$2,582,234,217.99",2.85,"906,245,118 EOS *",
